difficulty,importance,scheduled_duration,category,location,fixed_time,time_difference,real_duration
0.479,1.0,51,work,cafe,11:45,3.75,78.4
0.585,0.569,61,work,office,,-1,82.5
0.417,0.678,61,study,home,,-1,59.3
0.0,0.739,44,errand,home,,-1,34.6
0.243,0.422,10,errand,home,,-1,11.6
0.439,0.361,45,study,home,21:45,13.75,43.6
0.085,0.245,104,social,outdoor,23:00,8.0,101.2
0.385,0.751,101,work,cafe,,-1,117.1
0.372,0.441,43,errand,store,,-1,51.1
0.639,0.468,78,personal,store,20:00,9.0,74.8
0.56,0.454,74,social,home,,-1,75.0
0.521,0.422,80,work,cafe,17:18,5.3,104.2
0.621,0.667,108,study,cafe,22:18,8.3,127.3
0.134,0.556,32,personal,cafe,,-1,33.2
0.516,0.266,78,social,home,14:30,3.5,84.2
0.898,0.711,89,work,cafe,,-1,134.0
0.466,0.244,68,social,home,,-1,64.6
1.0,0.859,48,work,cafe,,-1,93.6
0.49,0.431,44,errand,outdoor,19:45,8.75,66.9
0.584,0.471,86,study,cafe,,-1,104.1
0.478,0.001,61,social,home,21:00,14.0,47.4
0.329,0.313,14,errand,store,19:30,9.5,22.7
0.386,0.807,134,social,home,,-1,151.0
0.248,0.144,20,personal,store,,-1,20.6
0.347,0.706,34,health,gym,12:30,0.5,54.3
0.012,0.6,173,social,home,,-1,128.2
0.267,0.114,25,errand,store,,-1,31.3
0.465,0.83,75,work,home,17:15,5.25,91.3
0.924,0.672,50,health,outdoor,,-1,101.6
0.0,0.451,38,study,cafe,22:00,0.0,0.0
0.439,0.298,43,personal,home,,-1,37.3
0.551,0.268,28,errand,home,,-1,24.3
0.177,0.429,103,social,cafe,,-1,104.9
0.638,0.708,31,work,cafe,,-1,45.6
0.814,0.996,40,health,gym,10:45,3.75,93.3
0.25,0.416,74,social,outdoor,,-1,95.4
0.464,0.756,39,study,office,10:45,1.75,57.1
0.454,0.692,36,health,home,20:30,1.5,44.2
0.333,0.382,68,personal,cafe,,-1,69.3
0.183,0.034,110,social,cafe,16:30,1.5,69.7
0.574,0.556,117,work,cafe,23:15,1.25,123.8
0.1,0.214,68,personal,home,,-1,48.9
0.578,0.289,35,study,home,,-1,36.8
0.983,0.843,57,health,home,,-1,97.4
0.517,0.816,37,work,home,23:15,13.25,48.6
0.618,0.426,67,work,home,20:45,1.75,80.3
0.276,0.581,49,study,office,,-1,58.7
0.542,0.484,13,errand,home,,-1,10.0
0.288,0.808,67,personal,store,18:18,1.3,71.2
0.465,0.332,28,personal,store,17:45,7.75,36.7
0.568,0.642,59,work,office,,-1,82.3
0.712,0.442,32,errand,store,,-1,43.6
0.434,0.453,42,study,home,,-1,43.6
0.677,0.621,36,health,home,23:18,1.3,40.5
0.178,0.222,108,social,outdoor,,-1,114.3
0.0,0.415,32,errand,home,20:15,3.25,23.0
0.153,0.363,82,social,outdoor,19:18,8.3,91.1
0.445,0.435,169,social,cafe,22:15,6.25,192.2
0.653,0.823,51,work,home,,-1,66.5
0.337,0.676,61,work,cafe,20:30,11.5,74.6
0.48,0.355,57,work,home,21:45,4.75,68.4
0.323,0.138,22,errand,home,,-1,22.3
0.184,0.376,151,social,cafe,,-1,142.2
0.597,0.422,21,health,home,18:18,7.3,23.8
0.452,0.391,58,health,gym,21:45,6.75,85.2
0.41,0.196,90,study,cafe,19:18,1.3,88.5
0.973,0.906,74,work,office,21:00,3.0,147.2
0.799,0.272,120,work,home,15:00,3.0,150.9
0.849,0.491,93,work,home,,-1,126.2
0.486,0.214,90,study,office,20:15,0.25,0.0
0.896,0.182,16,errand,store,,-1,27.1
0.615,0.688,107,work,office,23:30,3.5,138.8
0.197,0.377,48,personal,home,,-1,29.3
0.336,0.914,47,health,outdoor,,-1,90.1
0.408,0.857,73,work,office,23:18,8.3,101.7
0.139,0.311,87,study,office,,-1,104.1
0.807,0.602,35,health,gym,,-1,68.7
0.511,0.695,38,errand,outdoor,,-1,60.3
0.0,0.51,28,errand,home,23:18,7.3,21.2
0.557,0.605,78,work,cafe,,-1,87.8
0.521,0.559,37,health,gym,16:15,4.25,59.9
0.433,0.486,29,personal,cafe,,-1,34.8
0.834,0.267,46,health,gym,19:30,9.5,85.6
0.227,0.757,29,personal,home,22:18,0.3,19.6
0.808,0.748,31,work,cafe,,-1,51.6
0.67,0.578,84,study,home,16:30,9.5,95.5
0.791,0.661,101,study,cafe,20:45,7.75,145.5
0.827,0.484,35,health,gym,21:45,1.75,74.0
0.479,0.674,47,health,outdoor,19:30,1.5,77.0
0.337,0.0,14,errand,store,,-1,20.5
0.806,0.891,31,work,office,20:30,1.5,58.8
0.343,0.533,119,study,office,,-1,138.8
0.451,0.32,43,errand,outdoor,11:00,0.0,0.0
0.321,0.631,59,health,home,22:18,2.3,59.9
0.651,0.888,64,work,cafe,,-1,90.6
0.263,0.65,70,work,cafe,13:18,2.3,76.2
0.595,0.517,43,errand,store,23:18,11.3,50.6
0.379,0.304,169,social,outdoor,19:30,3.5,200.8
0.681,0.532,71,work,home,,-1,85.7
0.695,0.707,34,health,home,,-1,38.5
0.467,0.19,66,social,cafe,,-1,75.0
0.442,0.324,47,personal,cafe,18:15,3.25,48.8
0.301,0.38,58,study,cafe,23:30,5.5,69.3
0.68,0.241,26,errand,home,16:45,2.75,20.6
0.696,0.044,95,social,home,,-1,95.4
0.271,0.395,13,errand,outdoor,,-1,38.6
0.705,0.897,48,health,gym,19:30,6.5,88.4
0.462,0.273,36,personal,home,,-1,30.1
0.083,0.693,63,personal,cafe,,-1,55.6
0.465,0.898,47,study,office,23:15,9.25,72.9
0.315,0.488,34,errand,outdoor,,-1,55.7
0.84,0.619,79,work,home,23:30,7.5,111.2
0.209,0.275,139,social,outdoor,14:00,8.0,155.4
0.659,0.678,44,work,home,22:15,3.25,51.9
0.0,0.187,13,errand,outdoor,,-1,34.3
0.439,0.786,44,work,home,18:30,12.5,47.9
0.454,0.334,76,social,home,,-1,74.1
0.994,0.712,47,work,home,21:30,2.5,71.5
0.359,0.551,51,health,home,,-1,56.3
0.547,0.364,71,personal,home,22:15,14.25,62.6
0.351,0.576,45,study,cafe,18:30,7.5,55.2
0.584,0.749,45,personal,store,,-1,51.3
0.374,0.453,35,personal,store,16:45,7.75,41.2
0.52,0.929,59,health,gym,,-1,108.0
0.327,0.218,19,errand,outdoor,22:30,1.5,43.0
0.448,0.525,120,study,home,,-1,117.0
0.714,0.508,80,study,home,,-1,89.3
0.407,0.846,68,study,home,18:45,11.75,84.9
0.428,0.693,47,personal,store,,-1,54.8
0.0,0.251,41,errand,home,17:00,1.0,33.9
0.528,0.834,28,health,home,10:45,4.75,38.8
0.59,0.823,71,study,office,21:18,11.3,94.8
0.622,0.495,95,work,office,,-1,118.7
0.949,0.733,55,health,gym,,-1,108.0
0.333,0.454,39,personal,home,23:45,13.75,30.8
0.587,0.326,33,health,gym,15:30,0.5,53.9
0.227,0.369,62,personal,cafe,17:15,9.25,57.2
0.712,0.696,30,health,home,23:45,11.75,38.2
0.46,0.327,81,personal,home,22:00,0.0,0.0
0.23,0.753,50,personal,home,13:45,0.75,33.1
0.583,0.0,66,personal,store,,-1,64.9
0.807,0.651,96,study,cafe,12:18,0.3,0.0
0.404,0.587,73,social,home,19:30,7.5,71.2
0.365,0.63,69,social,outdoor,,-1,90.4
0.698,0.791,118,work,office,,-1,163.7
1.0,0.354,46,work,cafe,,-1,78.0
0.523,0.527,67,personal,home,22:00,1.0,49.5
0.642,0.139,155,social,home,,-1,151.1
0.293,0.206,169,social,home,,-1,152.6
0.629,0.295,94,social,outdoor,12:00,5.0,122.9
0.6,0.535,49,health,gym,21:18,4.3,72.0
0.562,0.256,62,personal,store,,-1,61.6
0.69,0.159,93,social,cafe,,-1,102.2
0.386,0.189,89,personal,home,,-1,64.1
0.461,0.763,135,social,cafe,21:15,1.25,108.5
0.689,0.487,83,study,cafe,20:15,7.25,103.5
0.612,0.638,15,personal,cafe,21:00,6.0,25.1
0.373,0.605,17,errand,home,,-1,13.4
0.467,0.728,100,work,office,16:18,10.3,131.7
0.483,0.294,25,errand,home,,-1,26.4
0.578,0.391,23,personal,store,14:15,4.25,27.1
0.437,0.058,32,personal,cafe,,-1,34.8
0.156,0.646,22,errand,store,,-1,31.0
0.274,0.144,88,personal,cafe,11:18,1.3,73.1
0.445,0.514,12,errand,home,21:00,3.0,11.4
0.524,0.554,80,study,office,21:00,1.0,85.6
0.044,0.446,142,social,outdoor,22:30,12.5,143.4
0.685,0.789,59,personal,store,21:30,2.5,70.1
0.685,0.705,44,health,outdoor,,-1,77.8
0.137,0.512,72,work,home,23:15,6.25,63.3
0.492,0.301,78,study,office,,-1,91.6
0.489,0.404,46,work,office,,-1,55.2
0.401,0.182,30,personal,store,20:45,0.75,38.6
0.463,0.771,73,work,home,17:30,0.5,57.7
0.886,0.379,58,work,home,,-1,85.1
0.504,0.738,63,work,cafe,18:18,2.3,82.3
0.391,0.41,55,work,office,,-1,77.5
0.787,0.232,144,social,cafe,21:45,0.75,0.0
0.232,0.268,27,errand,store,22:30,0.5,35.6
0.615,0.626,86,study,office,14:30,4.5,110.9
0.456,0.64,39,errand,outdoor,,-1,61.7
0.326,0.558,56,personal,store,,-1,58.6
0.879,0.497,118,work,home,,-1,166.9
0.648,0.632,108,work,office,22:00,1.0,104.5
0.617,0.459,33,study,cafe,17:30,2.5,48.8
0.688,0.643,104,work,home,,-1,125.1
0.083,0.649,37,errand,store,22:00,13.0,42.5
0.487,0.52,82,study,home,17:30,8.5,85.9
0.337,0.061,65,personal,store,22:00,0.0,0.0
0.192,0.312,21,personal,cafe,14:30,8.5,27.1
0.454,0.585,80,social,cafe,,-1,87.6
0.325,0.376,25,errand,home,,-1,20.5
0.478,0.786,31,work,home,15:18,5.3,32.1
0.243,0.453,66,personal,cafe,,-1,57.1
0.056,0.349,11,errand,outdoor,,-1,30.3
0.648,0.81,60,work,office,,-1,88.7
0.0,0.627,56,study,office,22:45,5.75,57.3
0.145,0.405,96,social,home,20:00,6.0,78.7
0.372,0.396,32,errand,outdoor,,-1,55.9
0.248,0.586,77,social,outdoor,,-1,90.0
0.103,0.528,23,errand,store,,-1,28.2
0.602,0.38,107,study,home,13:30,3.5,108.7
0.392,0.714,64,study,office,,-1,85.0
0.135,0.283,82,social,home,,-1,73.1
0.548,0.519,94,work,home,,-1,92.1
0.267,0.363,60,study,cafe,,-1,70.8
0.245,0.211,36,personal,store,08:15,2.25,39.1
0.473,0.479,37,errand,outdoor,,-1,57.7
0.605,0.132,38,personal,store,,-1,36.9
0.557,1.0,53,health,outdoor,,-1,99.3
0.719,0.848,39,study,office,13:15,3.25,66.9
0.168,0.422,54,personal,cafe,,-1,55.3
0.373,0.392,55,work,home,,-1,59.6
0.548,0.423,102,study,cafe,19:45,0.75,90.2
0.482,0.906,50,work,cafe,,-1,74.1
0.469,0.392,70,study,home,,-1,74.6
0.695,0.541,57,health,home,,-1,68.8
0.522,0.992,59,study,office,,-1,88.1
0.376,0.885,118,study,cafe,18:45,5.75,144.8
0.419,0.688,40,work,home,23:15,16.25,41.7
0.432,0.486,79,study,cafe,,-1,96.6
0.297,0.585,110,study,office,19:18,0.3,0.0
0.49,0.481,45,errand,outdoor,14:30,3.5,65.7
0.331,0.325,95,study,home,,-1,84.9
0.235,0.602,24,errand,home,17:00,3.0,22.1
0.426,0.546,61,work,office,14:15,7.25,75.3
0.602,0.482,69,personal,home,,-1,56.3
0.357,0.734,41,work,cafe,,-1,56.9
0.467,0.483,112,study,cafe,,-1,127.7
0.121,0.723,177,social,home,18:00,10.0,147.0
0.114,0.316,122,social,outdoor,,-1,136.8
0.456,0.664,61,social,home,,-1,63.0
0.454,0.656,114,study,office,11:45,2.75,134.5
0.315,0.637,43,errand,store,21:45,0.75,49.8
0.616,0.965,56,health,home,,-1,69.8
0.123,0.088,77,personal,home,,-1,50.3
0.369,0.568,29,health,gym,,-1,57.2
0.618,0.385,86,social,home,17:18,8.3,92.9
0.13,0.564,30,errand,outdoor,,-1,48.0
0.581,0.941,66,work,office,,-1,100.4
0.867,0.767,46,health,home,15:18,8.3,69.3
0.695,0.412,57,study,office,12:00,6.0,86.3
0.672,0.354,76,work,office,,-1,107.7
0.263,0.542,33,study,office,,-1,46.0
0.392,0.519,91,social,outdoor,,-1,117.7
0.421,0.468,36,errand,outdoor,,-1,54.0
0.764,0.511,88,work,home,22:15,6.25,104.0
0.141,0.631,13,errand,home,22:45,12.75,7.7
0.257,0.461,59,personal,cafe,14:15,3.25,61.9
0.672,0.636,55,health,outdoor,,-1,94.9
0.219,0.496,93,work,office,,-1,97.3
1.0,0.555,88,work,cafe,20:45,5.75,148.7
0.684,0.568,58,health,outdoor,19:45,9.75,94.4
0.189,0.814,57,health,outdoor,20:00,7.0,84.1
0.323,0.389,86,personal,home,22:45,11.75,70.5
0.39,0.431,98,social,outdoor,22:18,0.3,0.0
0.315,0.546,106,work,cafe,10:15,4.25,122.9
0.393,0.0,37,personal,cafe,22:30,4.5,32.2
0.499,0.617,34,work,cafe,,-1,43.9
0.628,0.476,51,work,cafe,,-1,70.4
0.575,0.633,98,work,office,,-1,121.8
0.306,0.477,91,study,office,,-1,101.9
0.474,0.091,88,social,home,20:15,3.25,84.8
0.204,0.243,41,work,cafe,,-1,49.0
0.18,0.257,74,personal,store,,-1,68.7
0.463,0.497,92,study,home,,-1,93.0
0.593,0.818,80,work,office,,-1,111.1
0.663,0.471,59,personal,home,22:30,15.5,50.5
0.346,0.401,23,personal,store,12:15,0.25,24.1
0.307,0.637,56,personal,cafe,,-1,56.6
0.974,0.561,96,work,office,,-1,153.6
0.26,0.424,102,study,home,15:15,7.25,108.7
0.214,0.233,94,study,cafe,23:15,4.25,101.2
0.3,0.423,72,social,outdoor,,-1,92.9
0.269,0.253,36,personal,home,,-1,26.4
0.349,0.7,79,study,cafe,20:18,7.3,91.0
0.208,0.475,69,personal,cafe,,-1,63.8
0.905,0.697,46,health,outdoor,20:30,7.5,93.5
0.604,0.786,76,work,home,16:30,2.5,90.1
0.845,0.788,65,work,cafe,,-1,100.2
0.277,0.685,115,study,cafe,,-1,122.8
0.383,0.52,102,social,outdoor,21:15,2.25,133.6
0.782,0.779,86,work,home,,-1,121.0
0.607,0.458,64,work,cafe,,-1,87.5
0.632,0.728,77,work,office,22:30,4.5,101.4
0.033,0.452,24,errand,store,,-1,29.9
0.531,0.447,70,work,office,,-1,95.5
0.526,0.379,66,work,cafe,,-1,79.8
0.322,0.318,71,social,home,,-1,69.2
0.489,0.59,42,errand,store,14:15,0.25,0.0
0.056,0.27,42,personal,store,20:15,14.25,37.0
0.165,0.633,50,study,cafe,,-1,55.0
0.455,0.359,153,social,outdoor,22:30,0.5,0.0
0.833,0.392,83,work,office,19:15,7.25,126.4
0.741,0.821,52,work,home,20:18,6.3,69.5
0.574,0.788,62,work,cafe,,-1,85.2
0.43,0.392,36,personal,store,22:30,2.5,35.5
0.158,0.669,26,errand,home,17:15,3.25,19.0
0.333,0.41,115,work,office,11:45,1.75,114.7
0.334,0.698,111,study,office,17:45,5.75,137.5
0.534,0.524,77,work,office,,-1,99.7
0.16,0.7,22,errand,outdoor,14:30,7.5,43.7
0.735,0.688,61,work,home,,-1,76.0
0.536,0.939,84,work,office,14:15,1.25,112.5
0.628,0.201,100,social,cafe,,-1,103.5
0.457,0.363,16,errand,home,17:15,2.25,16.9
0.529,0.56,110,work,cafe,,-1,125.8
0.739,0.414,110,study,cafe,16:15,5.25,137.3
0.117,0.43,16,personal,cafe,,-1,19.4
0.112,0.891,18,errand,store,,-1,22.2
0.966,0.564,76,study,cafe,,-1,122.8
0.538,0.307,17,personal,cafe,23:30,8.5,20.7
0.807,0.906,71,work,home,16:45,3.75,105.6
0.487,0.0,24,errand,store,18:45,1.75,26.5
0.132,0.526,87,personal,cafe,,-1,66.8
0.552,0.721,21,health,outdoor,,-1,46.4
0.254,0.437,68,personal,store,,-1,65.6
0.566,0.443,88,personal,home,,-1,84.9
0.473,0.468,94,study,home,,-1,112.1
0.17,0.852,89,personal,cafe,21:18,11.3,81.7
0.349,0.585,67,personal,cafe,13:45,3.75,71.9
0.668,0.743,82,personal,cafe,,-1,90.4
0.495,0.582,31,personal,store,,-1,39.8
0.425,0.522,41,personal,home,18:30,11.5,31.3
0.614,0.214,80,personal,cafe,20:45,6.75,77.4
0.639,0.689,74,work,cafe,,-1,88.8
0.0,0.304,32,personal,store,,-1,32.4
0.313,0.446,78,personal,cafe,13:00,6.0,77.5
0.562,0.497,57,study,office,,-1,78.4
0.698,0.652,82,social,home,22:00,0.0,0.0
0.544,0.624,38,work,cafe,22:15,4.25,51.0
0.366,0.509,52,personal,home,20:00,6.0,44.7
0.823,0.336,117,work,home,,-1,155.4
0.382,0.828,119,study,office,22:45,7.75,158.1
0.0,0.441,96,social,cafe,15:00,2.0,78.7
0.191,0.862,44,work,cafe,17:45,4.75,50.2
0.174,0.473,30,errand,home,22:30,0.5,24.5
0.478,0.25,113,work,office,16:45,8.75,132.8
0.0,0.276,61,personal,store,,-1,45.6
0.815,0.865,74,work,cafe,,-1,115.1
0.534,0.424,73,work,home,,-1,78.6
0.085,0.11,122,social,outdoor,23:15,1.25,94.5
0.322,0.526,176,social,outdoor,,-1,198.4
0.522,0.607,101,work,office,22:18,4.3,128.9
0.089,0.6,36,errand,outdoor,21:18,0.3,37.4
0.455,0.12,55,study,home,23:18,9.3,50.5
0.409,0.833,31,work,home,22:45,3.75,39.4
0.19,0.425,81,personal,store,,-1,78.3
0.004,0.559,27,errand,store,,-1,27.5
0.81,0.248,59,study,office,,-1,80.8
0.177,0.353,36,errand,outdoor,,-1,55.0
0.577,0.823,67,work,home,,-1,85.0
0.658,0.4,112,work,home,,-1,130.9
0.451,0.203,52,personal,cafe,22:30,2.5,52.0
0.463,0.349,43,work,home,,-1,48.4
0.808,0.502,72,work,cafe,22:30,3.5,104.0
0.298,0.473,97,study,office,,-1,109.4
0.479,0.424,22,health,outdoor,18:15,6.25,49.6
0.888,0.507,91,study,office,09:15,2.25,130.6
0.229,0.194,98,social,cafe,22:00,6.0,87.2
0.573,0.587,115,work,office,12:00,2.0,146.5
0.627,0.0,49,personal,cafe,,-1,48.2
0.38,0.896,51,health,outdoor,,-1,89.6
0.193,0.463,54,work,cafe,22:30,2.5,58.9
0.815,0.503,45,health,outdoor,,-1,88.1
0.31,0.629,15,errand,outdoor,,-1,39.6
0.488,0.56,94,work,office,23:30,17.5,115.2
0.759,0.818,110,study,cafe,09:45,0.75,111.3
0.432,0.637,42,study,cafe,,-1,50.3
0.991,0.525,54,health,gym,23:00,4.0,105.9
0.0,0.208,72,personal,home,,-1,46.0
0.373,0.25,35,personal,store,,-1,41.8
0.686,0.569,54,study,home,,-1,62.2
0.474,0.604,61,personal,cafe,17:45,0.75,53.5
0.853,0.772,30,health,home,23:00,1.0,43.7
0.294,0.546,53,study,home,,-1,54.6
0.363,0.238,21,personal,store,,-1,27.0
0.077,0.377,30,errand,store,14:30,3.5,31.4
0.548,0.475,36,study,home,,-1,35.7
0.153,0.655,51,personal,home,20:18,2.3,38.4
0.859,0.368,117,work,home,21:45,1.75,144.9
0.021,0.394,42,errand,store,17:45,4.75,41.9
0.372,0.217,85,personal,home,,-1,75.1
0.192,0.301,20,errand,home,14:45,7.75,18.4
0.458,0.473,81,study,office,,-1,95.6
0.568,0.462,82,work,cafe,08:15,0.25,0.0
0.326,0.382,22,health,outdoor,,-1,50.9
0.518,0.412,54,work,home,,-1,56.8
0.65,0.7,71,work,office,,-1,104.5
0.417,0.395,128,social,home,18:45,9.75,132.4
0.589,0.729,99,work,office,22:15,1.25,109.9
0.36,0.334,30,errand,store,,-1,33.8
0.501,0.426,69,work,office,,-1,88.7
0.181,0.533,19,personal,cafe,23:45,2.75,13.6
0.209,0.39,34,errand,store,22:45,10.75,37.3
0.728,0.673,80,work,home,17:15,0.25,0.0
0.476,0.444,72,study,home,21:18,10.3,82.6
0.414,0.824,38,work,home,,-1,41.9
0.13,0.2,85,personal,home,21:45,5.75,55.1
0.372,0.381,41,work,cafe,09:15,1.25,54.2
0.647,0.551,89,study,home,20:00,6.0,99.6
0.377,0.392,51,health,gym,20:00,7.0,75.6
0.205,0.255,99,study,home,,-1,96.6
0.6,0.429,43,personal,store,,-1,50.7
0.723,0.097,56,work,home,19:15,3.25,64.5
0.554,0.555,93,work,home,09:18,0.3,0.0
0.383,0.169,64,personal,cafe,20:45,1.75,57.0
0.142,0.491,64,work,home,,-1,61.6
0.031,0.448,42,study,cafe,12:15,0.25,0.0
0.152,0.246,78,personal,store,17:45,3.75,64.0
0.777,0.0,57,study,home,,-1,59.1
0.433,0.486,84,work,office,20:18,3.3,115.2
0.761,0.441,15,personal,cafe,14:15,8.25,24.7
0.255,0.372,75,work,home,19:45,13.75,75.9
0.252,0.667,60,personal,home,,-1,45.7
0.351,0.77,42,health,gym,17:00,5.0,67.7
0.519,0.209,99,work,office,21:00,12.0,115.5
0.374,0.316,127,social,home,,-1,132.9
0.666,0.674,97,work,home,,-1,113.7
0.564,0.679,79,social,cafe,,-1,91.6
0.893,1.0,93,work,office,17:15,2.25,172.7
0.389,0.435,71,social,home,,-1,76.9
0.231,0.652,36,health,outdoor,21:00,6.0,59.7
0.409,0.8,63,study,office,15:18,1.3,77.3
0.68,0.533,26,health,home,,-1,37.3
0.563,0.672,47,work,home,,-1,51.2
0.417,0.633,65,study,home,,-1,77.8
0.743,0.799,71,study,office,,-1,104.0
0.642,0.695,25,health,outdoor,21:18,0.3,44.9
0.272,0.826,82,personal,cafe,,-1,80.6
0.055,0.717,30,errand,outdoor,21:15,8.25,45.5
0.206,0.803,35,errand,home,17:30,8.5,35.5
0.376,0.438,26,personal,store,,-1,35.7
0.421,0.413,90,work,home,,-1,102.1
0.201,0.652,68,work,office,18:18,7.3,81.2
0.657,0.467,62,personal,cafe,,-1,64.2
0.098,0.39,161,social,home,19:00,3.0,131.7
0.716,0.96,30,health,outdoor,20:15,9.25,69.9
0.145,0.44,44,personal,cafe,19:30,2.5,45.3
0.323,0.326,18,personal,store,,-1,26.8
0.356,0.672,29,health,home,,-1,34.3
0.531,0.585,36,study,office,19:00,4.0,52.6
0.192,0.504,66,personal,cafe,,-1,53.2
0.482,0.22,82,personal,cafe,18:00,3.0,81.2
0.656,0.058,64,work,cafe,22:00,0.0,0.0
0.536,1.0,26,health,outdoor,21:00,2.0,58.3
0.141,0.187,52,personal,home,23:00,5.0,33.8
0.533,0.589,112,work,office,,-1,135.5
0.423,0.045,75,social,outdoor,23:15,5.25,95.5
0.336,0.417,28,errand,store,20:18,0.3,31.6
0.221,0.505,42,errand,store,17:18,7.3,51.2
0.819,0.925,60,work,office,22:30,4.5,103.5
0.171,0.941,51,work,cafe,22:15,7.25,69.0
0.479,0.28,174,social,cafe,,-1,188.1
0.614,0.152,24,errand,outdoor,,-1,46.0
0.402,0.635,15,errand,store,23:00,2.0,19.9
0.811,0.421,38,work,cafe,22:30,2.5,59.1
0.413,0.47,70,personal,cafe,21:30,2.5,71.2
0.395,0.493,42,study,office,,-1,60.2
0.307,0.701,90,personal,cafe,,-1,90.0
0.541,0.042,82,social,outdoor,,-1,87.6
0.034,0.251,17,errand,home,22:00,0.0,0.0
0.677,0.529,45,work,home,,-1,56.5
0.047,0.354,41,personal,home,19:00,0.0,0.0
0.616,0.538,15,personal,store,,-1,20.5
0.022,0.243,130,social,home,,-1,95.7
0.341,0.518,82,personal,home,,-1,60.4
0.442,0.842,57,work,cafe,,-1,71.5
0.502,0.155,112,work,office,,-1,132.2
0.243,0.786,27,errand,outdoor,22:15,5.25,49.6
0.223,0.371,69,personal,cafe,11:00,4.0,70.6
0.632,0.343,89,work,office,,-1,122.7
0.531,0.721,104,work,office,,-1,129.2
0.597,0.604,94,work,home,,-1,99.7
0.607,0.602,48,health,home,,-1,56.7
0.826,0.478,28,health,gym,13:15,1.25,53.9
0.342,0.773,79,social,cafe,,-1,99.3
0.416,1.0,117,work,office,,-1,164.4
0.724,0.493,32,work,office,23:45,1.75,48.5
0.379,0.135,142,social,cafe,,-1,143.9
0.644,0.587,93,work,cafe,20:18,14.3,113.7
0.379,0.687,118,work,office,,-1,144.2
0.253,0.59,16,errand,home,19:15,13.25,13.4
0.308,0.639,42,health,outdoor,,-1,71.7
0.486,0.613,91,work,home,,-1,93.7
0.176,0.387,95,study,cafe,,-1,95.9
0.606,0.569,40,personal,store,,-1,42.5
0.312,0.544,84,work,cafe,22:00,0.0,0.0
0.318,0.518,78,personal,store,15:00,3.0,75.6
0.801,0.77,43,health,outdoor,20:30,4.5,92.5
0.814,0.422,63,work,cafe,,-1,87.2
0.717,0.373,75,work,cafe,15:45,5.75,94.5
0.588,0.577,88,study,office,,-1,110.3
0.824,0.614,38,health,gym,23:30,4.5,70.2
0.551,0.5,59,work,office,,-1,69.8
0.183,0.0,115,social,outdoor,,-1,112.9
0.485,0.5,26,errand,home,09:45,0.75,18.0
0.501,0.386,97,work,office,,-1,123.6
0.407,1.0,110,work,office,,-1,159.8
0.356,0.422,116,work,home,,-1,128.1
0.597,0.877,166,social,home,17:00,1.0,0.0
0.666,0.666,116,study,office,17:15,5.25,140.4
1.0,0.966,35,study,office,,-1,66.4
0.445,0.354,36,personal,cafe,,-1,38.9
0.067,0.538,35,errand,home,16:18,8.3,27.4
0.391,0.675,47,health,outdoor,22:45,3.75,79.9
0.077,0.152,11,errand,home,,-1,8.8
0.687,0.602,80,study,home,21:18,1.3,82.8
0.611,0.964,46,work,office,18:00,7.0,71.0
0.575,0.675,89,study,office,,-1,112.1
0.808,0.75,28,health,home,20:15,1.25,39.4
0.234,0.377,29,personal,cafe,14:00,8.0,32.8
0.489,0.68,112,work,office,22:30,5.5,135.1
0.515,0.487,69,personal,home,21:15,0.25,0.0
0.47,0.786,41,study,cafe,23:00,3.0,55.9
0.258,0.658,80,study,cafe,22:18,0.3,0.0
0.237,0.959,34,work,cafe,,-1,44.5
0.568,0.553,45,work,office,22:30,1.5,59.3
0.404,0.536,96,work,home,,-1,97.9
0.231,0.176,88,social,outdoor,,-1,105.9
0.219,0.185,38,work,cafe,,-1,44.9
0.314,0.739,48,health,gym,,-1,78.9
0.443,0.0,64,social,outdoor,20:45,7.75,75.5
0.69,0.363,67,work,office,,-1,91.8
0.447,0.388,40,study,home,20:18,0.3,31.1
0.697,0.341,43,health,outdoor,15:45,1.75,78.8
0.043,0.486,89,study,cafe,,-1,89.1
0.659,0.647,90,social,outdoor,,-1,119.4
0.668,0.472,40,work,office,,-1,71.0
0.676,0.673,32,work,office,,-1,54.9
0.569,0.774,27,health,gym,,-1,52.0
0.632,0.413,72,study,office,,-1,91.1
0.345,0.077,122,social,outdoor,17:15,0.25,0.0
0.0,0.169,32,personal,store,,-1,32.8
0.528,0.617,98,work,home,,-1,109.6
0.694,0.335,90,work,cafe,,-1,111.9
0.297,0.479,35,errand,store,21:00,4.0,38.2
0.636,0.539,52,study,cafe,,-1,62.2
0.324,0.591,92,study,office,23:18,6.3,114.7
0.127,0.297,54,study,home,23:18,1.3,42.0
0.601,0.524,139,social,home,,-1,142.6
0.459,0.713,32,work,cafe,,-1,36.9
0.714,0.513,28,health,gym,14:15,1.25,52.1
0.629,0.83,118,work,cafe,,-1,143.7
0.414,0.579,54,work,home,,-1,57.4
0.229,0.421,79,personal,store,18:15,9.25,69.9
0.044,0.307,76,personal,store,23:30,11.5,67.1
0.03,0.517,25,errand,home,23:45,16.75,19.6
0.39,0.717,51,health,home,20:00,5.0,59.0
0.187,0.252,154,social,cafe,23:30,10.5,158.2
0.664,0.598,73,work,home,,-1,80.2
0.72,0.275,104,social,cafe,16:18,0.3,0.0
0.205,0.321,79,personal,home,17:18,10.3,62.6
